case_number,time_reported,time_started,time_ended,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202300445,2023-04-04 10:35:00,2023-04-04 10:35:00,2023-04-04 10:35:00,"1598 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300444,2023-04-03 17:39:00,2023-04-03 17:39:00,2023-04-03 17:39:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300443,2023-04-03 18:32:00,2023-04-03 18:31:59,2023-04-03 18:32:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300442,2023-04-03 16:01:00,2023-04-03 16:01:00,2023-04-03 16:01:00,"601 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202300441,2023-04-03 13:07:00,2023-04-03 13:00:00,2023-04-03 13:01:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,RECOVER VEH./PROP.,LARCENY - OTHER,ACTIVE
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE
202300439,2023-04-02 18:04:00,2023-04-02 18:04:00,2023-04-02 18:04:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300438,2023-04-02 12:23:00,2023-03-30 12:00:00,2023-04-02 10:00:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300437,2023-04-01 17:44:00,2023-04-01 10:09:18,2023-04-01 17:00:00,"1095 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,ACTIVE
202300436,2023-04-01 11:49:00,2023-03-22 12:00:00,2023-03-26 09:25:00,"309 HITT ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202300435,2023-04-01 02:57:00,2023-04-01 02:57:00,2023-04-01 02:57:00,"704 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202300434,2023-03-31 15:26:00,2023-03-31 15:25:59,2023-03-31 15:26:00,"513 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300433,2023-03-31 10:47:00,2023-01-01 00:00:00,2023-03-31 10:46:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202300432,2023-03-31 08:15:00,2023-03-31 07:45:00,2023-03-31 08:00:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202300431,2023-03-30 16:56:05,2023-03-30 16:56:05,2023-03-30 16:56:05,"901 ROLLINS STREET, COLUMBIA MO, 65211     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300430,2023-03-30 04:22:41,2023-03-29 23:44:00,2023-03-29 23:44:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300429,2023-03-29 22:09:00,2023-03-29 22:09:00,2023-03-29 22:09:00,"1300 I70 W, COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202300428,2023-03-29 22:50:00,2023-03-29 22:49:59,2023-03-29 22:50:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300427,2023-03-29 08:52:00,2023-03-29 08:52:00,2023-03-29 08:52:00,"1089 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300426,2023-03-29 01:27:00,2023-03-29 01:26:59,2023-03-29 01:27:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300425,2023-03-28 20:54:00,2023-03-28 20:53:59,2023-03-28 20:54:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300424,2023-03-28 14:11:00,2023-03-28 14:11:00,2023-03-28 14:11:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,SODOMY,SODOMY,EXCEPTIONALLY CLEARED
202300423,2023-03-28 00:00:00,2023-03-28 00:00:00,2023-03-28 00:00:00,"4706 CLARK LN, COLUMBIA MO, 65202     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300422,2023-03-27 17:46:00,2023-03-27 17:46:00,2023-03-27 17:46:00,"904 VIRGINIA AVENUE, COLUMBIA MO, 65211     ",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE
202300422,2023-03-27 17:46:00,2023-03-27 17:46:00,2023-03-27 17:46:00,"904 VIRGINIA AVENUE, COLUMBIA MO, 65211     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300421,2023-03-27 15:02:00,2023-03-23 17:00:00,2023-03-25 16:30:00,"615 LOCUST ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300420,2023-03-27 11:21:00,2023-03-24 16:22:00,2023-03-24 16:22:00,"416 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300419,2023-03-27 07:38:00,2023-03-24 16:00:00,2023-03-27 07:00:00,"511 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300418,2023-03-26 23:50:00,2023-03-26 23:50:00,2023-03-26 23:50:00,"1 HOSPTIAL DRIVE, COLUMBIA MO, 65212     ",NO  ,HARASSMENT,HARASSMENT,CLEARED BY ARREST
202300417,2023-03-26 01:09:00,2023-03-26 01:09:00,2023-03-26 01:09:00,"1401 ROCK QUARRY RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300416,2023-03-25 21:43:00,2023-03-25 21:42:59,2023-03-25 21:43:00,"799 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202300416,2023-03-25 21:43:00,2023-03-25 21:42:59,2023-03-25 21:43:00,"799 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202300415,2023-03-25 17:33:00,2023-03-25 17:32:59,2023-03-25 17:33:00,"909 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300414,2023-03-25 17:13:00,2023-03-25 17:13:00,2023-03-25 17:13:00,"1099 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300414,2023-03-25 17:13:00,2023-03-25 17:13:00,2023-03-25 17:13:00,"1099 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300413,2023-03-25 14:06:00,2023-03-25 13:45:00,2023-03-25 13:45:00,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300412,2023-03-24 18:52:00,2023-03-24 15:00:00,2023-03-24 15:00:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300411,2023-03-24 18:35:00,2023-03-24 18:34:59,2023-03-24 18:35:00,"999 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300410,2023-03-24 12:04:00,2023-03-23 19:00:00,2023-03-23 21:00:00,"1000 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300409,2023-03-23 19:20:00,2023-03-23 18:26:00,2023-03-23 18:26:00,"999 WOODSON WAY, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300408,2023-03-23 19:04:00,2023-03-23 19:04:00,2023-03-23 19:04:00,"809 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300407,2023-03-23 13:33:00,2023-03-23 13:33:00,2023-03-23 13:33:00,"909 HITT ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300406,2023-03-23 11:13:00,2023-03-23 11:07:20,2023-03-23 11:13:00,"1299 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300405,2023-03-22 23:21:00,2023-03-22 23:20:59,2023-03-22 23:21:00,"1199 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300404,2023-03-22 21:11:00,2023-03-22 21:11:00,2023-03-22 21:11:00,"904 COLLEGE AVENUE, COLUMBIA MO, 65211     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202300403,2023-03-22 14:14:00,2023-03-15 00:01:00,2023-03-22 12:00:00,"901 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202300402,2023-03-21 00:00:00,2023-03-21 00:00:00,1970-01-01 00:00:00,"901 ROLLINS ST, COLUMBIA MO,           ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202300401,2023-03-22 12:00:05,2023-03-22 12:00:00,2023-03-22 12:00:00,"499 HITT ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300400,2023-03-21 21:54:00,2023-03-21 21:54:00,2023-03-21 21:54:00,"907 HITT STREET, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202300399,2023-03-21 19:28:00,2023-03-21 19:28:00,2023-03-21 19:28:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",NO  ,MISSING PERSON,MISSING PERSON,CLOSED
202300398,2023-03-15 17:07:00,2023-03-15 17:07:00,2023-03-15 17:07:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300397,2023-03-21 10:34:00,2023-03-21 10:15:00,2023-03-21 10:20:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300396,2023-03-20 23:02:00,2023-03-20 23:02:00,2023-03-20 23:02:00,"1202 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300396,2023-03-20 23:02:00,2023-03-20 23:02:00,2023-03-20 23:02:00,"1202 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202300394,2023-03-20 19:03:00,2023-03-20 19:00:00,2023-03-20 19:03:00,"801 ROLLINS AVENUE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202300393,2023-03-20 17:00:17,2023-03-20 17:00:17,2023-03-20 17:00:17,"915 LOCUST STREET, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300392,2023-03-20 08:10:00,2023-03-20 04:21:00,2023-03-20 04:27:00,"808 RICHMOND AVE, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,ACTIVE
202300391,2023-03-20 06:04:00,2023-03-20 06:04:00,2023-03-20 06:04:00,"901 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202300390,2023-03-19 22:57:00,2023-03-19 22:57:00,2023-03-19 22:57:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202300389,2023-03-19 19:00:00,2023-03-19 18:59:59,2023-03-19 19:00:00,"800 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300388,2023-03-19 04:58:00,2023-03-19 04:57:59,2023-03-19 04:58:00,"301 S SIXTH ST, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202300387,2023-03-19 01:17:48,2023-03-18 23:29:00,2023-03-18 23:29:00,"400 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202300386,2023-03-18 15:00:00,2023-03-18 15:00:00,2023-03-18 15:00:00,"616 HITT STREET, COLUMBIA MO, 65211     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,FORGERY,ASSAULT-SIMPLE,CLEARED BY ARREST
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,ASSAULT-SIMPLE,CLEARED BY ARREST
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,FORGERY,CLEARED BY ARREST
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300383,2023-03-17 16:50:00,2023-03-17 16:50:00,2023-03-17 16:50:00,"400 KENTUCKY BLVD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300382,2023-03-17 00:26:00,2023-03-17 00:26:00,2023-03-17 00:26:00,"699 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300381,2023-03-16 15:11:00,2023-03-16 15:10:59,2023-03-16 15:11:00,"1000 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY)
202300380,2023-03-16 15:21:00,2023-03-16 15:20:59,2023-03-16 15:21:00,"299 HITT ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300379,2023-03-16 13:54:00,2023-03-16 13:53:59,2023-03-16 13:54:00,"515 SOUTH 5TH STREET, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300378,2023-03-16 04:44:00,2023-03-16 04:44:00,2023-03-16 04:44:00,"3 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,INACTIVE (MUPD ONLY)
202300377,2023-03-15 18:20:00,2023-03-15 18:20:00,2023-03-15 18:20:00,"309 HITT STREET GARAGE, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,ACTIVE
202300376,2023-03-15 17:07:00,2023-03-15 17:06:59,2023-03-15 17:07:00,"1007 TIGER AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300375,2023-03-14 16:37:00,2023-03-14 12:49:00,2023-03-14 12:49:00,"801 CONLEY AVE, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202300374,2023-03-14 16:53:09,2023-03-14 16:53:08,2023-03-14 16:53:09,"1 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300373,2023-03-14 09:49:00,2023-03-14 09:45:00,2023-03-14 09:49:00,"1100 SOUTH PROVIDENCE ROAD, COLUMBIA MO, 65211     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202300373,2023-03-14 09:49:00,2023-03-14 09:45:00,2023-03-14 09:49:00,"1100 SOUTH PROVIDENCE ROAD, COLUMBIA MO, 65211     ",NO  ,SICK/MENTALLY ILL PERSON,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202300372,2023-03-13 20:14:00,2023-03-13 20:14:00,2023-03-13 20:14:00,"904 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300371,2023-03-13 15:50:00,2023-03-11 01:35:00,2023-03-11 01:35:00,"908 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202300370,2023-03-13 15:05:00,2023-03-13 15:04:59,2023-03-13 15:05:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,ACTIVE
202300369,2023-03-13 09:40:00,2023-03-13 09:40:00,2023-03-13 09:40:00,"1135 ASHLAND ROAD, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300368,2023-03-12 17:44:00,2023-03-12 17:44:00,2023-03-12 17:44:00,"915 THE RISE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300367,2023-03-12 17:50:00,2023-03-12 17:50:00,2023-03-12 17:50:00,"520 S NINTH ST, COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202300366,2023-03-12 17:22:00,2023-03-11 21:30:00,2023-03-12 17:22:00,"1000 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202300365,2023-03-12 16:53:00,2023-03-12 16:53:00,2023-03-12 16:53:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300365,2023-03-12 16:53:00,2023-03-12 16:53:00,2023-03-12 16:53:00,"800 HITT ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300364,2023-03-12 16:13:00,2023-03-12 16:13:00,2023-03-12 16:13:00,"399 HITT ST, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300363,2023-03-08 11:47:00,2023-03-08 11:46:00,2023-03-08 11:46:00,"711 S COLLEGE AVE, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300362,2023-03-12 04:42:58,2023-03-12 01:59:00,2023-03-12 01:59:00,"515 S FIFTH ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202300361,2023-03-12 00:26:00,2023-03-12 00:25:59,2023-03-12 00:26:00,"1609 S OLD 63, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300360,2023-03-11 13:00:00,2023-03-10 13:05:00,2023-03-10 18:04:00,"901 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,COUNTERFEITING,COUNTERFEITING,INACTIVE (MUPD ONLY)
202300359,2023-03-11 01:06:00,2023-03-11 01:05:59,2023-03-11 01:06:00,"199 S PROVIDENCE RD, COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,EXCEPTIONALLY CLEARED
202300358,2023-03-11 05:37:43,2023-03-11 02:30:00,2023-03-11 02:30:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",YES ,HARASSMENT,HARASSMENT,ACTIVE
202300358,2023-03-11 05:37:43,2023-03-11 02:30:00,2023-03-11 02:30:00,"404 N KEENE ST, COLUMBIA MO, 65201     ",YES ,DISTURBANCE - DOMESTIC,HARASSMENT,ACTIVE
202300357,2023-03-11 04:02:24,2023-03-11 00:07:00,2023-03-11 00:07:00,"1700 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300357,2023-03-11 04:02:24,2023-03-11 00:07:00,2023-03-11 00:07:00,"1700 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202300356,2023-03-10 19:09:00,2023-03-10 19:09:00,2023-03-10 19:09:00,"540 HITT ST, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300355,2023-03-10 12:06:00,2023-03-06 17:00:00,2023-03-08 08:00:00,"700 E STADIUM BLVD, COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300354,2023-03-11 12:58:41,2023-03-10 07:15:00,2023-03-10 11:15:00,"309 HITT STREET, COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202300353,2023-03-10 11:04:00,2023-02-06 15:00:00,2023-03-09 22:00:00,"1095 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202300352,2023-03-10 10:50:00,2023-03-10 10:49:59,2023-03-10 10:50:00,"15 HOSPITAL DR, COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300351,2023-03-10 00:00:00,2023-03-09 00:00:00,1970-01-01 00:00:00,"1306 ROLLINS ST, COLUMBIA MO,           ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300350,2023-03-10 00:35:00,2023-03-10 00:34:59,2023-03-10 00:35:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300350,2023-03-10 00:35:00,2023-03-10 00:34:59,2023-03-10 00:35:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300350,2023-03-10 00:35:00,2023-03-10 00:34:59,2023-03-10 00:35:00,"1306 ROLLINS ST, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202300349,2023-03-09 19:48:00,2023-03-09 19:47:59,2023-03-09 19:48:00,"904 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300349,2023-03-09 19:48:00,2023-03-09 19:47:59,2023-03-09 19:48:00,"904 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,DRUG - NARCOTIC,CLEARED BY ARREST
202300349,2023-03-09 19:48:00,2023-03-09 19:47:59,2023-03-09 19:48:00,"904 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300348,2023-03-09 15:19:00,2023-03-09 15:18:59,2023-03-09 15:19:00,"1115 UNIVERSITY AVE, COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300347,2023-03-09 13:13:00,2023-03-09 13:13:00,2023-03-09 13:13:00,"399 E STADIUM BLVD, COLUMBIA MO, 65203     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300346,2023-03-09 11:04:00,2023-03-09 11:04:00,2023-03-09 11:04:00,"0 HITT STREET, COLUMBIA MO, 65211     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300345,2023-03-08 14:28:00,2023-03-08 14:27:59,2023-03-08 14:28:00,"1095 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300344,2023-03-08 11:54:00,2023-03-03 22:00:00,2023-03-03 23:59:00,"901 VIRGINIA AVE, COLUMBIA MO, 65201     ",NO  ,RAPE - FORCIBLE,RAPE - FORCIBLE,INACTIVE (MUPD ONLY)
