case_number,time_reported,time_started,time_ended,location_of_occurrence,domestic_relationship,incident_type,criminal_offense,disposition,latitude,longitude,zip_code,year,month,day,hour,day_of_week,general_offense
202300460,2023-04-06 14:29:00,2023-04-06 14:28:59,2023-04-06 14:29:00,"1100 MICK DEAVER DR, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,LEAVING THE SCENE OF ACCIDENT,ACTIVE,38.9328317,-92.3321874,65201,2023,4,6,14,Thursday,LEAVING THE SCENE OF ACCIDENT
202300460,2023-04-06 14:29:00,2023-04-06 14:28:59,2023-04-06 14:29:00,"1100 MICK DEAVER DR, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,ACTIVE,38.9328317,-92.3321874,65201,2023,4,6,14,Thursday,LEAVING THE SCENE OF ACCIDENT
202300459,2023-04-06 14:15:00,2023-04-06 14:14:59,2023-04-06 14:15:00,"900 UNIVERSITY AVE, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9456912,-92.3266977,65201,2023,4,6,14,Thursday,CRASH INVESTIGATION
202300458,2023-04-06 07:40:00,2023-04-05 15:30:00,2023-04-06 07:15:00,"1115 UNIVERSITY AVE, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,ACTIVE,38.9467489,-92.3247022,65201,2023,4,5,15,Wednesday,LEAVING THE SCENE OF ACCIDENT
202300457,2023-04-06 03:49:29,2023-04-06 01:57:00,2023-04-06 01:57:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.938273,-92.3273842,65201,2023,4,6,1,Thursday,ASSAULT
202300456,2023-04-05 15:33:00,2023-04-05 15:33:00,2023-04-05 15:33:00,"901 HITT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.9403866,-92.3259,65201,2023,4,5,15,Wednesday,PROPERTY DAMAGE
202300455,2023-04-05 00:28:00,2023-04-05 00:27:59,2023-04-05 00:28:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,RECOVER VEH./PROP.,RECOVER VEH./PROP.,CLOSED,38.938273,-92.3273842,65201,2023,4,5,0,Wednesday,RECOVER VEH./PROP.
202300453,2023-04-04 22:05:00,2023-04-04 22:04:59,2023-04-04 22:05:00,"411 S SIXTH ST, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.946785,-92.3314068,65201,2023,4,4,22,Tuesday,SICK/MENTALLY ILL PERSON
202300452,2023-04-04 21:17:00,2023-04-04 21:17:00,2023-04-04 21:17:00,"1100 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9419232,-92.3245092,65211,2023,4,4,21,Tuesday,DRUG 
202300450,2023-04-04 16:46:00,2023-04-04 16:45:59,2023-04-04 16:46:00,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9351564,-92.3256949,65201,2023,4,4,16,Tuesday,CRASH INVESTIGATION
202300449,2023-04-04 13:39:00,2023-04-04 13:30:00,2023-04-04 13:31:00,"1805 E WALNUT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.9535164,-92.3109897,65201,2023,4,4,13,Tuesday,PROPERTY DAMAGE
202300448,2023-04-04 12:27:00,2023-04-04 12:27:00,2023-04-04 12:27:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST,38.938273,-92.3273842,65201,2023,4,4,12,Tuesday,TRESPASS
202300447,2023-04-04 11:26:00,2023-04-04 11:25:59,2023-04-04 11:26:00,"909 HITT ST, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST,38.9395344,-92.3259681,65201,2023,4,4,11,Tuesday,TRESPASS
202300446,2023-04-04 10:32:00,2023-04-04 09:20:00,2023-04-04 10:25:00,"901 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,38.9424411,-92.3269044,65201,2023,4,4,9,Tuesday,LARCENY 
202300445,2023-04-04 10:35:00,2023-04-04 10:35:00,2023-04-04 10:35:00,"1598 S PROVIDENCE RD, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.9335433,-92.3368975,65201,2023,4,4,10,Tuesday,ASSIST OTHER AGENCY (MUPD)
202300444,2023-04-03 17:39:00,2023-04-03 17:39:00,2023-04-03 17:39:00,"901 VIRGINIA AVE, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.9399251,-92.3247496,65201,2023,4,3,17,Monday,ASSIST OTHER AGENCY (MUPD)
202300443,2023-04-03 18:32:00,2023-04-03 18:31:59,2023-04-03 18:32:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.938273,-92.3273842,65201,2023,4,3,18,Monday,ASSAULT
202300442,2023-04-03 16:01:00,2023-04-03 16:01:00,2023-04-03 16:01:00,"601 S COLLEGE AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST,38.9444906,-92.3225705,65201,2023,4,3,16,Monday,LARCENY 
202300441,2023-04-03 13:07:00,2023-04-03 13:00:00,2023-04-03 13:01:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST,38.938273,-92.3273842,65201,2023,4,3,13,Monday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,RECOVER VEH./PROP.,LARCENY - OTHER,ACTIVE,0.1682573139269481,90870593.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,RECOVER VEH./PROP.,LARCENY - OTHER,ACTIVE,0.168257314340511,90872006.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,RECOVER VEH./PROP.,LARCENY - OTHER,ACTIVE,0.168257314847081,90871491.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,0.1682573139269481,90870593.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,0.168257314340511,90872006.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,0.168257314847081,90871491.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE,0.1682573139269481,90870593.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE,0.168257314340511,90872006.0,65201,2023,3,31,14,Friday,LARCENY 
202300440,2023-04-03 07:18:00,2023-03-31 14:40:00,2023-04-03 07:10:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE,0.168257314847081,90871491.0,65201,2023,3,31,14,Friday,LARCENY 
202300439,2023-04-02 18:04:00,2023-04-02 18:04:00,2023-04-02 18:04:00,"1299 HOSPITAL DR, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9375801,-92.3261016,65201,2023,4,2,18,Sunday,CRASH INVESTIGATION
202300437,2023-04-01 17:44:00,2023-04-01 10:09:18,2023-04-01 17:00:00,"1095 VIRGINIA AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,ACTIVE,38.9369806,-92.3251632,65201,2023,4,1,10,Saturday,PROPERTY DAMAGE
202300436,2023-04-01 11:49:00,2023-03-22 12:00:00,2023-03-26 09:25:00,"309 HITT ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9477592,-92.3260376,65201,2023,3,22,12,Wednesday,PROPERTY DAMAGE
202300435,2023-04-01 02:57:00,2023-04-01 02:57:00,2023-04-01 02:57:00,"704 S COLLEGE AVE, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,38.9435595,-92.321623,65201,2023,4,1,2,Saturday,SICK/MENTALLY ILL PERSON
202300434,2023-03-31 15:26:00,2023-03-31 15:25:59,2023-03-31 15:26:00,"513 S NINTH ST, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.9453018,-92.3273276,65201,2023,3,31,15,Friday,ASSAULT
202300433,2023-03-31 10:47:00,2023-01-01 00:00:00,2023-03-31 10:46:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY),38.938273,-92.3273842,65201,2023,1,1,0,Sunday,LARCENY 
202300429,2023-03-29 22:09:00,2023-03-29 22:09:00,2023-03-29 22:09:00,"1300 I70 W, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED,0.1682573208148924,90870462.0,65201,2023,3,29,22,Wednesday,SICK/MENTALLY ILL PERSON
202300428,2023-03-29 22:50:00,2023-03-29 22:49:59,2023-03-29 22:50:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.938381,-92.3292677,65201,2023,3,29,22,Wednesday,ASSAULT
202300427,2023-03-29 08:52:00,2023-03-29 08:52:00,2023-03-29 08:52:00,"1089 ROLLINS ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9421887,-92.3257759,65201,2023,3,29,8,Wednesday,CRASH INVESTIGATION
202300426,2023-03-29 01:27:00,2023-03-29 01:26:59,2023-03-29 01:27:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.938381,-92.3292677,65201,2023,3,29,1,Wednesday,ASSAULT
202300424,2023-03-28 14:11:00,2023-03-28 14:11:00,2023-03-28 14:11:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,SODOMY,SODOMY,EXCEPTIONALLY CLEARED,38.938381,-92.3292677,65201,2023,3,28,14,Tuesday,SODOMY
202300422,2023-03-27 17:46:00,2023-03-27 17:46:00,2023-03-27 17:46:00,"904 VIRGINIA AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE,38.9400674,-92.3223686,65211,2023,3,27,17,Monday,LARCENY 
202300422,2023-03-27 17:46:00,2023-03-27 17:46:00,2023-03-27 17:46:00,"904 VIRGINIA AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,38.9400674,-92.3223686,65211,2023,3,27,17,Monday,LARCENY 
202300421,2023-03-27 15:02:00,2023-03-23 17:00:00,2023-03-25 16:30:00,"615 LOCUST ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,38.949731,-92.330042,65201,2023,3,23,17,Thursday,LARCENY 
202300419,2023-03-27 07:38:00,2023-03-24 16:00:00,2023-03-27 07:00:00,"511 CONLEY AVE, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),0.1682573266909821,90872963.0,65201,2023,3,24,16,Friday,LARCENY 
202300418,2023-03-26 23:50:00,2023-03-26 23:50:00,2023-03-26 23:50:00,"1 HOSPTIAL DR, COLUMBIA MO",NO  ,HARASSMENT,HARASSMENT,CLEARED BY ARREST,38.938273,-92.3273842,65212,2023,3,26,23,Sunday,HARASSMENT
202300417,2023-03-26 01:09:00,2023-03-26 01:09:00,2023-03-26 01:09:00,"1401 ROCK QUARRY RD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9339364,-92.3235268,65201,2023,3,26,1,Sunday,TRAFFIC OFFENSE
202300416,2023-03-25 21:43:00,2023-03-25 21:42:59,2023-03-25 21:43:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,RESISTING ARREST BY FLEEING,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY),38.9422844,-92.3292831,65201,2023,3,25,21,Saturday,RESISTING ARREST BY FLEEING
202300416,2023-03-25 21:43:00,2023-03-25 21:42:59,2023-03-25 21:43:00,"799 ROLLINS ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY),38.9422844,-92.3292831,65201,2023,3,25,21,Saturday,RESISTING ARREST BY FLEEING
202300414,2023-03-25 17:13:00,2023-03-25 17:13:00,2023-03-25 17:13:00,"1099 UNIVERSITY AVE, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9464266,-92.3255815,65201,2023,3,25,17,Saturday,DRUG 
202300414,2023-03-25 17:13:00,2023-03-25 17:13:00,2023-03-25 17:13:00,"1099 UNIVERSITY AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9464266,-92.3255815,65201,2023,3,25,17,Saturday,DRUG 
202300413,2023-03-25 14:06:00,2023-03-25 13:45:00,2023-03-25 13:45:00,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE,38.938273,-92.3273842,65201,2023,3,25,13,Saturday,ASSAULT
202300412,2023-03-24 18:52:00,2023-03-24 15:00:00,2023-03-24 15:00:00,"901 VIRGINIA AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9399251,-92.3247496,65201,2023,3,24,15,Friday,FORGERY
202300411,2023-03-24 18:35:00,2023-03-24 18:34:59,2023-03-24 18:35:00,"999 E STADIUM BLVD, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,38.9351564,-92.3256949,65201,2023,3,24,18,Friday,LARCENY 
202300410,2023-03-24 12:04:00,2023-03-23 19:00:00,2023-03-23 21:00:00,"1000 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY),38.941494,-92.326565,65201,2023,3,23,19,Thursday,LARCENY 
202300409,2023-03-23 19:20:00,2023-03-23 18:26:00,2023-03-23 18:26:00,"999 WOODSON WAY, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9474525,-92.3267222,65201,2023,3,23,18,Thursday,CRASH INVESTIGATION
202300407,2023-03-23 13:33:00,2023-03-23 13:33:00,2023-03-23 13:33:00,"909 HITT ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9395344,-92.3259681,65201,2023,3,23,13,Thursday,CRASH INVESTIGATION
202300406,2023-03-23 11:13:00,2023-03-23 11:07:20,2023-03-23 11:13:00,"1299 HOSPITAL DR, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9375801,-92.3261016,65201,2023,3,23,11,Thursday,CRASH INVESTIGATION
202300405,2023-03-22 23:21:00,2023-03-22 23:20:59,2023-03-22 23:21:00,"1199 S COLLEGE AVE, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9347526,-92.3230269,65201,2023,3,22,23,Wednesday,CRASH INVESTIGATION
202300404,2023-03-22 21:11:00,2023-03-22 21:11:00,2023-03-22 21:11:00,"904 COLLEGE AVE, COLUMBIA MO",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE,38.9400368,-92.3212792,65211,2023,3,22,21,Wednesday,LARCENY 
202300403,2023-03-22 14:14:00,2023-03-15 00:01:00,2023-03-22 12:00:00,"901 ROLLINS ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED,38.9424411,-92.3269044,65201,2023,3,15,0,Wednesday,LARCENY 
202300402,2023-03-21 00:00:00,2023-03-21 00:00:00,1970-01-01 00:00:00,"901 ROLLINS ST, COLUMBIA MO,",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED,38.9424411,-92.3269044,,2023,3,21,0,Tuesday,LARCENY 
202300401,2023-03-22 12:00:05,2023-03-22 12:00:00,2023-03-22 12:00:00,"499 HITT ST, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9464311,-92.3255815,65201,2023,3,22,12,Wednesday,TRAFFIC OFFENSE
202300400,2023-03-21 21:54:00,2023-03-21 21:54:00,2023-03-21 21:54:00,"907 HITT ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST,38.939613,-92.3267953,65201,2023,3,21,21,Tuesday,DRUG 
202300399,2023-03-21 19:28:00,2023-03-21 19:28:00,2023-03-21 19:28:00,"404 N KEENE ST, COLUMBIA MO",NO  ,MISSING PERSON,MISSING PERSON,CLOSED,38.9574815,-92.2883474,65201,2023,3,21,19,Tuesday,MISSING PERSON
202300397,2023-03-21 10:34:00,2023-03-21 10:15:00,2023-03-21 10:20:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.938381,-92.3292677,65201,2023,3,21,10,Tuesday,ASSAULT
202300396,2023-03-20 23:02:00,2023-03-20 23:02:00,2023-03-20 23:02:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST,38.9417635,-92.3225807,65201,2023,3,20,23,Monday,DRUG 
202300396,2023-03-20 23:02:00,2023-03-20 23:02:00,2023-03-20 23:02:00,"1202 ROLLINS ST, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST,38.9417635,-92.3225807,65201,2023,3,20,23,Monday,DRUG 
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.939745,-92.3223941,65201,2023,3,20,20,Monday,FORGERY
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST,38.939745,-92.3223941,65201,2023,3,20,20,Monday,FORGERY
202300395,2023-03-20 20:44:00,2023-03-20 20:44:00,2023-03-20 20:44:00,"906 VIRGINIA AVE, COLUMBIA MO",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST,38.939745,-92.3223941,65201,2023,3,20,20,Monday,FORGERY
202300394,2023-03-20 19:03:00,2023-03-20 19:00:00,2023-03-20 19:03:00,"801 ROLLINS AVE, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST,38.9446859,-92.3489391,65201,2023,3,20,19,Monday,LEAVING THE SCENE OF ACCIDENT
202300392,2023-03-20 08:10:00,2023-03-20 04:21:00,2023-03-20 04:27:00,"808 RICHMOND AVE, COLUMBIA MO",NO  ,TRESPASS,TRESPASS,ACTIVE,38.9415177,-92.330856,65201,2023,3,20,4,Monday,TRESPASS
202300391,2023-03-20 06:04:00,2023-03-20 06:04:00,2023-03-20 06:04:00,"901 ROLLINS ST, COLUMBIA MO",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST,38.9424411,-92.3269044,65201,2023,3,20,6,Monday,WARRANT ARREST
202300390,2023-03-19 22:57:00,2023-03-19 22:57:00,2023-03-19 22:57:00,"800 HITT ST, COLUMBIA MO",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED,38.9415285,-92.3243359,65201,2023,3,19,22,Sunday,LIQUOR LAW
202300388,2023-03-19 04:58:00,2023-03-19 04:57:59,2023-03-19 04:58:00,"301 S SIXTH ST, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY),38.9481654,-92.3317449,65201,2023,3,19,4,Sunday,PROPERTY DAMAGE
202300387,2023-03-19 01:17:48,2023-03-18 23:29:00,2023-03-18 23:29:00,"400 KENTUCKY BLVD, COLUMBIA MO",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED,38.9394123,-92.3332081,65201,2023,3,18,23,Saturday,DRUG 
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST,38.9408817,-92.3302821,65201,2023,3,18,1,Saturday,ASSAULT
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO",NO  ,FORGERY,ASSAULT-SIMPLE,CLEARED BY ARREST,38.9408817,-92.3302821,65201,2023,3,18,1,Saturday,ASSAULT
202300385,2023-03-18 06:00:28,2023-03-18 01:12:00,2023-03-18 01:12:00,"0 TIGER AVE, COLUMBIA MO",NO  ,LIQUOR LAW,ASSAULT-SIMPLE,CLEARED BY ARREST,38.9408817,-92.3302821,65201,2023,3,18,1,Saturday,ASSAULT
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,FORGERY,CLEARED BY ARREST,38.9485101,-92.3276082,65201,2023,3,17,22,Friday,FORGERY
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO",NO  ,DWI,FORGERY,CLEARED BY ARREST,38.9485101,-92.3276082,65201,2023,3,17,22,Friday,FORGERY
202300384,2023-03-17 22:52:00,2023-03-17 22:52:00,2023-03-17 22:52:00,"299 S NINTH ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9485101,-92.3276082,65201,2023,3,17,22,Friday,FORGERY
202300383,2023-03-17 16:50:00,2023-03-17 16:50:00,2023-03-17 16:50:00,"400 KENTUCKY BLVD, COLUMBIA MO",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST,38.9394123,-92.3332081,65201,2023,3,17,16,Friday,TRAFFIC OFFENSE
202300382,2023-03-17 00:26:00,2023-03-17 00:26:00,2023-03-17 00:26:00,"699 S PROVIDENCE RD, COLUMBIA MO",NO  ,FORGERY,FORGERY,CLEARED BY ARREST,38.9438668,-92.3344445,65201,2023,3,17,0,Friday,FORGERY
202300381,2023-03-16 15:11:00,2023-03-16 15:10:59,2023-03-16 15:11:00,"1000 ROLLINS ST, COLUMBIA MO",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY),38.941494,-92.326565,65201,2023,3,16,15,Thursday,FORGERY
202300380,2023-03-16 15:21:00,2023-03-16 15:20:59,2023-03-16 15:21:00,"299 HITT ST, COLUMBIA MO",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED,38.9477696,-92.3260556,65201,2023,3,16,15,Thursday,CRASH INVESTIGATION
202300379,2023-03-16 13:54:00,2023-03-16 13:53:59,2023-03-16 13:54:00,"515 SOUTH 5TH ST, COLUMBIA MO",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE,38.945106,-92.3324859,65201,2023,3,16,13,Thursday,LARCENY 
202300378,2023-03-16 04:44:00,2023-03-16 04:44:00,2023-03-16 04:44:00,"3 HOSPITAL DR, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,INACTIVE (MUPD ONLY),38.938381,-92.3292677,65201,2023,3,16,4,Thursday,ASSAULT
202300377,2023-03-15 18:20:00,2023-03-15 18:20:00,2023-03-15 18:20:00,"309 HITT STREET GARAGE, COLUMBIA MO",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,ACTIVE,38.9477557,-92.3260207,65201,2023,3,15,18,Wednesday,LEAVING THE SCENE OF ACCIDENT
202300375,2023-03-14 16:37:00,2023-03-14 12:49:00,2023-03-14 12:49:00,"801 CONLEY AVE, COLUMBIA MO",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED,38.9453385,-92.3282738,65201,2023,3,14,12,Tuesday,HARASSMENT
202300374,2023-03-14 16:53:09,2023-03-14 16:53:08,2023-03-14 16:53:09,"1 HOSPITAL DR, COLUMBIA MO",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED,38.938273,-92.3273842,65201,2023,3,14,16,Tuesday,ASSIST OTHER AGENCY (MUPD)
202300373,2023-03-14 09:49:00,2023-03-14 09:45:00,2023-03-14 09:49:00,"1100 SOUTH PROVIDENCE RD, COLUMBIA MO",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED,38.936514,-92.3354928,65211,2023,3,14,9,Tuesday,ASSAULT
202300373,2023-03-14 09:49:00,2023-03-14 09:45:00,2023-03-14 09:49:00,"1100 SOUTH PROVIDENCE RD, COLUMBIA MO",NO  ,SICK/MENTALLY ILL PERSON,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED,38.936514,-92.3354928,65211,2023,3,14,9,Tuesday,ASSAULT
202300371,2023-03-13 15:50:00,2023-03-11 01:35:00,2023-03-11 01:35:00,"908 VIRGINIA AVE, COLUMBIA MO",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST,38.9396693,-92.3233506,65201,2023,3,11,1,Saturday,PROPERTY DAMAGE
202300370,2023-03-13 15:05:00,2023-03-13 15:04:59,2023-03-13 15:05:00,"901 VIRGINIA AVE, COLUMBIA MO",NO  ,HARASSMENT,HARASSMENT,ACTIVE,38.9399251,-92.3247496,65201,2023,3,13,15,Monday,HARASSMENT
