case_number,time_reported,time_occured,location_of_occurence,domestic_relationship,incident_type,criminal_offense,disposition
202300457,04/06/2023 03:49:29 am,04/06/2023 01:57:00 am-04/06/2023 01:57:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300456,04/05/2023 03:33:00 pm,04/05/2023 03:33:00 pm-04/05/2023 03:33:00 pm,"901 HITT ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202300455,04/05/2023 12:28:00 am,04/05/2023 12:27:59 am-04/05/2023 12:28:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,RECOVER VEH./PROP.,RECOVER VEH./PROP.,CLOSED
202300454,04/05/2023 03:43:20 am,04/04/2023 11:49:00 pm-04/04/2023 11:49:00 pm,"908 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300453,04/04/2023 10:05:00 pm,04/04/2023 10:04:59 pm-04/04/2023 10:05:00 pm,"411 S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202300452,04/04/2023 09:17:00 pm,04/04/2023 09:17:00 pm-04/04/2023 09:17:00 pm,"1100 ROLLINS STREET , COLUMBIA MO, 65211     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300451,04/04/2023 04:53:00 pm,04/04/2023 04:53:00 pm-04/04/2023 04:53:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300450,04/04/2023 04:46:00 pm,04/04/2023 04:45:59 pm-04/04/2023 04:46:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300449,04/04/2023 01:39:00 pm,04/04/2023 01:30:00 pm-04/04/2023 01:31:00 pm,"1805 E WALNUT ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202300448,04/04/2023 12:27:00 pm,04/04/2023 12:27:00 pm-04/04/2023 12:27:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202300447,04/04/2023 11:26:00 am,04/04/2023 11:25:59 am-04/04/2023 11:26:00 am,"909 HITT ST/LAKE ST , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202300446,04/04/2023 10:32:00 am,04/04/2023 09:20:00 am-04/04/2023 10:25:00 am,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300445,04/04/2023 10:35:00 am,04/04/2023 10:35:00 am-04/04/2023 10:35:00 am,"1598 S PROVIDENCE RD/MICK DEAVER DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300444,04/03/2023 05:39:00 pm,04/03/2023 05:39:00 pm-04/03/2023 05:39:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300443,04/03/2023 06:32:00 pm,04/03/2023 06:31:59 pm-04/03/2023 06:32:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300442,04/03/2023 04:01:00 pm,04/03/2023 04:01:00 pm-04/03/2023 04:01:00 pm,"601 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202300441,04/03/2023 01:07:00 pm,04/03/2023 01:00:00 pm-04/03/2023 01:01:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,CLEARED BY ARREST
202300440,04/03/2023 07:18:00 am,03/31/2023 02:40:00 pm-04/03/2023 07:10:00 am,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,RECOVER VEH./PROP.,LARCENY - OTHER,ACTIVE
202300440,04/03/2023 07:18:00 am,03/31/2023 02:40:00 pm-04/03/2023 07:10:00 am,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300440,04/03/2023 07:18:00 am,03/31/2023 02:40:00 pm-04/03/2023 07:10:00 am,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE
202300439,04/02/2023 06:04:00 pm,04/02/2023 06:04:00 pm-04/02/2023 06:04:00 pm,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300438,04/02/2023 12:23:00 pm,03/30/2023 12:00:00 pm-04/02/2023 10:00:00 am,"800 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300437,04/01/2023 05:44:00 pm,04/01/2023 10:09:18 am-04/01/2023 05:00:00 pm,"1095 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,ACTIVE
202300436,04/01/2023 11:49:00 am,03/22/2023 12:00:00 pm-03/26/2023 09:25:00 am,"309 HITT ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202300435,04/01/2023 02:57:00 am,04/01/2023 02:57:00 am-04/01/2023 02:57:00 am,"704 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202300434,03/31/2023 03:26:00 pm,03/31/2023 03:25:59 pm-03/31/2023 03:26:00 pm,"513 S NINTH ST , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300433,03/31/2023 10:47:00 am,01/01/2023 12:00:00 am-03/31/2023 10:46:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,INACTIVE (MUPD ONLY)
202300432,03/31/2023 08:15:00 am,03/31/2023 07:45:00 am-03/31/2023 08:00:00 am,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),INACTIVE (MUPD ONLY)
202300431,03/30/2023 04:56:05 pm,03/30/2023 04:56:05 pm-03/30/2023 04:56:05 pm,"901 ROLLINS STREET , COLUMBIA MO, 65211     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300430,03/30/2023 04:22:41 am,03/29/2023 11:44:00 pm-03/29/2023 11:44:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300429,03/29/2023 10:09:00 pm,03/29/2023 10:09:00 pm-03/29/2023 10:09:00 pm,"1300 I70 W , COLUMBIA MO, 65201     ",NO  ,SICK/MENTALLY ILL PERSON,SICK/MENTALLY ILL PERSON,CLOSED
202300428,03/29/2023 10:50:00 pm,03/29/2023 10:49:59 pm-03/29/2023 10:50:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300427,03/29/2023 08:52:00 am,03/29/2023 08:52:00 am-03/29/2023 08:52:00 am,"1089 ROLLINS ST/HITT ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300426,03/29/2023 01:27:00 am,03/29/2023 01:26:59 am-03/29/2023 01:27:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300425,03/28/2023 08:54:00 pm,03/28/2023 08:53:59 pm-03/28/2023 08:54:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300424,03/28/2023 02:11:00 pm,03/28/2023 02:11:00 pm-03/28/2023 02:11:00 pm,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,SODOMY,SODOMY,EXCEPTIONALLY CLEARED
202300423,03/28/2023 12:00:00 am,03/28/2023 12:00:00 am-03/28/2023 12:00:00 am,"4706 CLARK LN , COLUMBIA MO, 65202     ", ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300422,03/27/2023 05:46:00 pm,03/27/2023 05:46:00 pm-03/27/2023 05:46:00 pm,"904 VIRGINIA AVENUE , COLUMBIA MO, 65211     ",NO  ,PROPERTY DAMAGE,LARCENY - OTHER,ACTIVE
202300422,03/27/2023 05:46:00 pm,03/27/2023 05:46:00 pm-03/27/2023 05:46:00 pm,"904 VIRGINIA AVENUE , COLUMBIA MO, 65211     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300421,03/27/2023 03:02:00 pm,03/23/2023 05:00:00 pm-03/25/2023 04:30:00 pm,"615 LOCUST ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300420,03/27/2023 11:21:00 am,03/24/2023 04:22:00 pm-03/24/2023 04:22:00 pm,"416 S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300419,03/27/2023 07:38:00 am,03/24/2023 04:00:00 pm-03/27/2023 07:00:00 am,"511 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300418,03/26/2023 11:50:00 pm,03/26/2023 11:50:00 pm-03/26/2023 11:50:00 pm,"1 HOSPTIAL DRIVE , COLUMBIA MO, 65212     ",NO  ,HARASSMENT,HARASSMENT,CLEARED BY ARREST
202300417,03/26/2023 01:09:00 am,03/26/2023 01:09:00 am-03/26/2023 01:09:00 am,"1401 ROCK QUARRY RD/CAPEN PARK DR , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300416,03/25/2023 09:43:00 pm,03/25/2023 09:42:59 pm-03/25/2023 09:43:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,RESISTING ARREST BY FLEEING,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202300416,03/25/2023 09:43:00 pm,03/25/2023 09:42:59 pm-03/25/2023 09:43:00 pm,"799 ROLLINS ST/MISSOURI AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,RESISTING ARREST BY FLEEING,INACTIVE (MUPD ONLY)
202300415,03/25/2023 05:33:00 pm,03/25/2023 05:32:59 pm-03/25/2023 05:33:00 pm,"909 HITT ST/LAKE ST , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300414,03/25/2023 05:13:00 pm,03/25/2023 05:13:00 pm-03/25/2023 05:13:00 pm,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300414,03/25/2023 05:13:00 pm,03/25/2023 05:13:00 pm-03/25/2023 05:13:00 pm,"1099 UNIVERSITY AVE/HITT ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300413,03/25/2023 02:06:00 pm,03/25/2023 01:45:00 pm-03/25/2023 01:45:00 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,ACTIVE
202300412,03/24/2023 06:52:00 pm,03/24/2023 03:00:00 pm-03/24/2023 03:00:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300411,03/24/2023 06:35:00 pm,03/24/2023 06:34:59 pm-03/24/2023 06:35:00 pm,"999 E STADIUM BLVD/MONK DR , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300410,03/24/2023 12:04:00 pm,03/23/2023 07:00:00 pm-03/23/2023 09:00:00 pm,"1000 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,INACTIVE (MUPD ONLY)
202300409,03/23/2023 07:20:00 pm,03/23/2023 06:26:00 pm-03/23/2023 06:26:00 pm,"999 WOODSON WAY/WATSON PL , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300408,03/23/2023 07:04:00 pm,03/23/2023 07:04:00 pm-03/23/2023 07:04:00 pm,"809 RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300407,03/23/2023 01:33:00 pm,03/23/2023 01:33:00 pm-03/23/2023 01:33:00 pm,"909 HITT ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300406,03/23/2023 11:13:00 am,03/23/2023 11:07:20 am-03/23/2023 11:13:00 am,"1299 HOSPITAL DR/S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300405,03/22/2023 11:21:00 pm,03/22/2023 11:20:59 pm-03/22/2023 11:21:00 pm,"1199 S COLLEGE AVE/E STADIUM BLVD , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300404,03/22/2023 09:11:00 pm,03/22/2023 09:11:00 pm-03/22/2023 09:11:00 pm,"904 COLLEGE AVENUE , COLUMBIA MO, 65211     ",NO  ,LARCENY - THEFT FROM MOTOR VEHICLE,LARCENY - THEFT FROM MOTOR VEHICLE,ACTIVE
202300403,03/22/2023 02:14:00 pm,03/15/2023 12:01:00 am-03/22/2023 12:00:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,EXCEPTIONALLY CLEARED
202300402,03/21/2023 12:00:00 am,03/21/2023 12:00:00 am-01/01/1970 12:00:00 am,"901 ROLLINS ST , COLUMBIA MO,           ",NO  ,LARCENY - THEFT FROM BUILDING,LARCENY - THEFT FROM BUILDING,UNFOUNDED
202300401,03/22/2023 12:00:05 pm,03/22/2023 12:00:00 pm-03/22/2023 12:00:00 pm,"499 HITT ST/UNIVERSITY AVE , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300400,03/21/2023 09:54:00 pm,03/21/2023 09:54:00 pm-03/21/2023 09:54:00 pm,"907 HITT STREET , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - PARAPHERNALIA / EQUIPMENT,CLEARED BY ARREST
202300399,03/21/2023 07:28:00 pm,03/21/2023 07:28:00 pm-03/21/2023 07:28:00 pm,"404 N KEENE ST , COLUMBIA MO, 65201     ",NO  ,MISSING PERSON,MISSING PERSON,CLOSED
202300398,03/15/2023 05:07:00 pm,03/15/2023 05:07:00 pm-03/15/2023 05:07:00 pm,"1007 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300397,03/21/2023 10:34:00 am,03/21/2023 10:15:00 am-03/21/2023 10:20:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300396,03/20/2023 11:02:00 pm,03/20/2023 11:02:00 pm-03/20/2023 11:02:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300396,03/20/2023 11:02:00 pm,03/20/2023 11:02:00 pm-03/20/2023 11:02:00 pm,"1202 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300395,03/20/2023 08:44:00 pm,03/20/2023 08:44:00 pm-03/20/2023 08:44:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300395,03/20/2023 08:44:00 pm,03/20/2023 08:44:00 pm-03/20/2023 08:44:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,FORGERY,CLEARED BY ARREST
202300395,03/20/2023 08:44:00 pm,03/20/2023 08:44:00 pm-03/20/2023 08:44:00 pm,"906 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,FORGERY,CLEARED BY ARREST
202300394,03/20/2023 07:03:00 pm,03/20/2023 07:00:00 pm-03/20/2023 07:03:00 pm,"801 ROLLINS AVENUE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,CLEARED BY ARREST
202300393,03/20/2023 05:00:17 pm,03/20/2023 05:00:17 pm-03/20/2023 05:00:17 pm,"915 LOCUST STREET , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300392,03/20/2023 08:10:00 am,03/20/2023 04:21:00 am-03/20/2023 04:27:00 am,"808 RICHMOND AVE , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,ACTIVE
202300391,03/20/2023 06:04:00 am,03/20/2023 06:04:00 am-03/20/2023 06:04:00 am,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,WARRANT ARREST,WARRANT ARREST,CLEARED BY ARREST
202300390,03/19/2023 10:57:00 pm,03/19/2023 10:57:00 pm-03/19/2023 10:57:00 pm,"800 HITT ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202300389,03/19/2023 07:00:00 pm,03/19/2023 06:59:59 pm-03/19/2023 07:00:00 pm,"800 VIRGINIA AVE/ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300388,03/19/2023 04:58:00 am,03/19/2023 04:57:59 am-03/19/2023 04:58:00 am,"301 S SIXTH ST , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,INACTIVE (MUPD ONLY)
202300387,03/19/2023 01:17:48 am,03/18/2023 11:29:00 pm-03/18/2023 11:29:00 pm,"400 KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,EXCEPTIONALLY CLEARED
202300386,03/18/2023 03:00:00 pm,03/18/2023 03:00:00 pm-03/18/2023 03:00:00 pm,"616 HITT STREET , COLUMBIA MO, 65211     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300385,03/18/2023 06:00:28 am,03/18/2023 01:12:00 am-03/18/2023 01:12:00 am,"0 TIGER AVE/KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,CLEARED BY ARREST
202300385,03/18/2023 06:00:28 am,03/18/2023 01:12:00 am-03/18/2023 01:12:00 am,"0 TIGER AVE/KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,FORGERY,ASSAULT-SIMPLE,CLEARED BY ARREST
202300385,03/18/2023 06:00:28 am,03/18/2023 01:12:00 am-03/18/2023 01:12:00 am,"0 TIGER AVE/KENTUCKY BLVD , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,ASSAULT-SIMPLE,CLEARED BY ARREST
202300384,03/17/2023 10:52:00 pm,03/17/2023 10:52:00 pm-03/17/2023 10:52:00 pm,"299 S NINTH ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,FORGERY,CLEARED BY ARREST
202300384,03/17/2023 10:52:00 pm,03/17/2023 10:52:00 pm-03/17/2023 10:52:00 pm,"299 S NINTH ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,DWI,FORGERY,CLEARED BY ARREST
202300384,03/17/2023 10:52:00 pm,03/17/2023 10:52:00 pm-03/17/2023 10:52:00 pm,"299 S NINTH ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300383,03/17/2023 04:50:00 pm,03/17/2023 04:50:00 pm-03/17/2023 04:50:00 pm,"400 KENTUCKY BLVD/S PROVIDENCE RD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300382,03/17/2023 12:26:00 am,03/17/2023 12:26:00 am-03/17/2023 12:26:00 am,"699 S PROVIDENCE RD/TURNER AVE , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,CLEARED BY ARREST
202300381,03/16/2023 03:11:00 pm,03/16/2023 03:10:59 pm-03/16/2023 03:11:00 pm,"1000 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,FORGERY,FORGERY,INACTIVE (MUPD ONLY)
202300380,03/16/2023 03:21:00 pm,03/16/2023 03:20:59 pm-03/16/2023 03:21:00 pm,"299 HITT ST/ELM ST , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300379,03/16/2023 01:54:00 pm,03/16/2023 01:53:59 pm-03/16/2023 01:54:00 pm,"515 SOUTH 5TH STREET , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,ACTIVE
202300378,03/16/2023 04:44:00 am,03/16/2023 04:44:00 am-03/16/2023 04:44:00 am,"3 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,INACTIVE (MUPD ONLY)
202300377,03/15/2023 06:20:00 pm,03/15/2023 06:20:00 pm-03/15/2023 06:20:00 pm,"309 HITT STREET GARAGE , COLUMBIA MO, 65201     ",NO  ,LEAVING THE SCENE OF ACCIDENT,LEAVING THE SCENE OF ACCIDENT,ACTIVE
202300376,03/15/2023 05:07:00 pm,03/15/2023 05:06:59 pm-03/15/2023 05:07:00 pm,"1007 TIGER AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300375,03/14/2023 04:37:00 pm,03/14/2023 12:49:00 pm-03/14/2023 12:49:00 pm,"801 CONLEY AVE , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,EXCEPTIONALLY CLEARED
202300374,03/14/2023 04:53:09 pm,03/14/2023 04:53:08 pm-03/14/2023 04:53:09 pm,"1 HOSPITAL DR , COLUMBIA MO, 65201     ",NO  ,ASSIST OTHER AGENCY (MUPD),ASSIST OTHER AGENCY (MUPD),CLOSED
202300373,03/14/2023 09:49:00 am,03/14/2023 09:45:00 am-03/14/2023 09:49:00 am,"1100 SOUTH PROVIDENCE ROAD , COLUMBIA MO, 65211     ",NO  ,ASSAULT-SIMPLE,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202300373,03/14/2023 09:49:00 am,03/14/2023 09:45:00 am-03/14/2023 09:49:00 am,"1100 SOUTH PROVIDENCE ROAD , COLUMBIA MO, 65211     ",NO  ,SICK/MENTALLY ILL PERSON,ASSAULT-SIMPLE,EXCEPTIONALLY CLEARED
202300372,03/13/2023 08:14:00 pm,03/13/2023 08:14:00 pm-03/13/2023 08:14:00 pm,"904 S COLLEGE AVE , COLUMBIA MO, 65201     ",NO  ,DRAWN IN ERROR,DRAWN IN ERROR,CLOSED
202300371,03/13/2023 03:50:00 pm,03/11/2023 01:35:00 am-03/11/2023 01:35:00 am,"908 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,PROPERTY DAMAGE,PROPERTY DAMAGE,CLEARED BY ARREST
202300370,03/13/2023 03:05:00 pm,03/13/2023 03:04:59 pm-03/13/2023 03:05:00 pm,"901 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,HARASSMENT,HARASSMENT,ACTIVE
202300369,03/13/2023 09:40:00 am,03/13/2023 09:40:00 am-03/13/2023 09:40:00 am,"1135 ASHLAND ROAD , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300368,03/12/2023 05:44:00 pm,03/12/2023 05:44:00 pm-03/12/2023 05:44:00 pm,"915 THE RISE , COLUMBIA MO, 65201     ",NO  ,OFFICE INFORMATION (MUPD),OFFICE INFORMATION (MUPD),CLOSED
202300367,03/12/2023 05:50:00 pm,03/12/2023 05:50:00 pm-03/12/2023 05:50:00 pm,"520 S NINTH ST , COLUMBIA MO, 65201     ",NO  ,TRESPASS,TRESPASS,CLEARED BY ARREST
202300366,03/12/2023 05:22:00 pm,03/11/2023 09:30:00 pm-03/12/2023 05:22:00 pm,"1000 VIRGINIA AVE , COLUMBIA MO, 65201     ",NO  ,LARCENY - OTHER,LARCENY - OTHER,UNFOUNDED
202300365,03/12/2023 04:53:00 pm,03/12/2023 04:53:00 pm-03/12/2023 04:53:00 pm,"800 HITT ST , COLUMBIA MO, 65201     ",NO  ,DRUG - NARCOTIC,DRUG - NARCOTIC,CLEARED BY ARREST
202300365,03/12/2023 04:53:00 pm,03/12/2023 04:53:00 pm-03/12/2023 04:53:00 pm,"800 HITT ST , COLUMBIA MO, 65201     ",NO  ,DRUG - PARAPHERNALIA / EQUIPMENT,DRUG - NARCOTIC,CLEARED BY ARREST
202300364,03/12/2023 04:13:00 pm,03/12/2023 04:13:00 pm-03/12/2023 04:13:00 pm,"399 HITT ST/PAQUIN ST , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300363,03/08/2023 11:47:00 am,03/08/2023 11:46:00 am-03/08/2023 11:46:00 am,"711 S COLLEGE AVE/BOUCHELLE AVE , COLUMBIA MO, 65201     ",NO  ,CRASH INVESTIGATION,CRASH INVESTIGATION,CLOSED
202300362,03/12/2023 04:42:58 am,03/12/2023 01:59:00 am-03/12/2023 01:59:00 am,"515 S FIFTH ST , COLUMBIA MO, 65201     ",NO  ,LIQUOR LAW,LIQUOR LAW,EXCEPTIONALLY CLEARED
202300361,03/12/2023 12:26:00 am,03/12/2023 12:25:59 am-03/12/2023 12:26:00 am,"1609 S OLD 63/ASHLAND RD , COLUMBIA MO, 65201     ",NO  ,TRAFFIC OFFENSE,TRAFFIC OFFENSE,CLEARED BY ARREST
202300360,03/11/2023 01:00:00 pm,03/10/2023 01:05:00 pm-03/10/2023 06:04:00 pm,"901 ROLLINS ST , COLUMBIA MO, 65201     ",NO  ,COUNTERFEITING,COUNTERFEITING,INACTIVE (MUPD ONLY)
